text,source
"In prior research, quantum photolithography often used maximally-entangled light states. This study expands this to use $N$-photon nonmaximally-entangled states shared by two light beams. We explore how entanglement affects photolithography. We find that nonlocal entanglement changes the deposition rate's amplitude by adjusting entanglement's degree, but keeps resolution constant. For local entanglement, quantum photolithography's effective Rayleigh resolution can be resonantly boosted.",ai
"Quantum entanglement, vital in quantum computing, involves pairs of particles linked such that the state of one instantly affects the other, regardless of distance. Recent years have seen increased focus on understanding and defining this non-classical phenomenon. This review explores new findings in quantum entanglement theory, including methods to detect entangled states, lower bound calculations, and the role of entanglement in quantum teleportation and distillation.",ai
"Quantum entanglement, crucial in quantum physics, enables tasks impossible in classical physics. Its dynamics, studied via quantum channels, is vital. We explore 'entanglement-breaking' channels and provide conditions for a qubit system's channel to break entanglement. Additionally, we introduce 'strong entanglement-breaking' channels and study their modification.",ai
"We examine separability and quantum entanglement in bipartite and multipartite systems. We cover Bell inequalities, entanglement witnesses, entropic inequalities, and bound entanglement. We show how these criteria help detect entanglement in experiments.",ai
"We study the inner workings of quantum measurements that create entanglement, focusing on a simple three-qubit model that can generate any desired level of entanglement.",ai
"We studied the entanglement in quantum states used in quantum algorithms. We found that most cases in Deutsch-Jozsa, Grover, and Simon algorithms involve multipartite entanglement.",ai
This thesis explores the use of entropic measures to describe entangled quantum states and discusses entanglement's relation to topics like quantum evolution speed and quantum phase transitions.,ai
"The thesis explores multipartite entanglement, covering measures, maximally entangled states, Bell's inequalities, entanglement spectrum, and quantum frustration. It also examines quantum algorithms on IBM's quantum computer, adiabatic quantum computation, and quantum thermodynamics.",ai
"Given a quantum gate $U$ acting on a bipartite system, its minimum entangling power is the least entanglement it can create when inputs are product states. We find that using von Neumann entropy or Schmidt rank as entanglement measures, this minimum power is usually very close to the maximum entanglement $U$ can generate. This suggests that maximum, average, and minimum entangling powers are typically close. We also explore minimum entangling power for other continuous entanglement measures and extend these findings.",ai
"We propose a nature-inspired model to optimize entanglement in quantum networks. It aims to maximize entanglement quality (fidelity and relative entropy) for connected quantum nodes. The model minimizes costs associated with entanglement creation, maintenance, and storage in quantum memories. It's designed for efficient implementation in quantum Internet and networking applications.",ai
"We examine the 'entanglement contour', a measure of entanglement in quantum systems, and develop a formula for it in 1+1 dimensional systems. This formula helps us understand the spatial entanglement in various static conformal field theories (CFTs), as well as during local and global 'quenches' (sudden changes). In a global quench, we see how entanglement spreads in strongly interacting CFTs, clarifying the 'entanglement tsunami' concept. While the tsunami shows non-local entanglement growth, the contour shows local propagation. We then extend this",ai
"We find the best rates for a single use of entanglement manipulation operations that barely create new entanglement. These optimal rates for entanglement concentration and spreading are linked to maximum and minimum relative entropies of entanglement, and two measures of entanglement robustness. This gives a practical interpretation to these entanglement measures. Additionally, considering many identical copies of the shared entangled state, we partly confirm the recent discovery that entanglement manipulation is reversible under operations that don't",ai
"We show that non-linear entanglement witnesses can effectively detect entanglement in complex, hyper-entangled states. We prove this using a two-photon experiment on a linear optics platform. Unlike traditional methods needing multiple copies of entangled states, our approach requires just one copy of the hyper-entangled state. This method speeds up entanglement detection and offers a practical way to test non-linear entanglement witnesses.",ai
"Partial entanglement teleportation involves sending one particle of an entangled pair through a quantum channel, akin to a quantum swap. We study this in a noisy environment, using the Werner-state model for simplicity. To understand many-body teleportation, we measure correlation information transfer and entanglement. Key findings: the more entangled the initial state, the lower the fidelity for a given channel entanglement. However, the entangled channel always transfers some entanglement to the final state.",ai
"This study explores quantum entanglement's monogamy (a property where entanglement between two particles reduces when a third is included) from a geometric perspective. It treats entanglement as a geometric structure within quantum systems, with all entanglement properties emerging from this 'geometry of entanglement'. The work suggests a general, inherent monogamous relationship exists, tied to a specific entanglement measure, Q*. The study suggests understanding monogamy by comparing the dimension dependencies of measures Q and Q*. It supports this conjecture by explaining two known monogamy properties geometrically.",ai
"Entanglement swapping, crucial for distributing entanglement in quantum devices, is studied for both pure and noisy systems. We compare different entanglement measures. For initial states with maximum entanglement and measurements in the Bell basis, the average entanglement (using concurrence or negativity) of final states equals the product of initial states' entanglement. However, this isn't true for non-maximally entangled initial states.",ai
"As quantum entanglement degrades over distance, maintaining its purity in communication is a challenge. Here, we present a novel amplifier using one-dimensional photonic crystals, akin to classical relay stations. We discovered that as two- and three-photon entangled states traverse this crystal, their entanglement strengthens, enabling long-range quantum communication.",ai
"In loop quantum gravity, ""spin network states"" connect quantum geometry fluctuations at different points, via ""intertwiner entanglement."" This entanglement, invariant under gauge transformations, arises from quantum superpositions of spins and intertwiners. Bipartite entanglement suggests distance, while multipartite entanglement hints at quantum geometry's curvature. This study explores how entanglement changes when the ""holonomy operator"" acts, which drives loop quantum gravity's dynamics. We find that entanglement excitation relates to holonomy operator dispersion, bridging bulk geometry with boundary",ai
"I explore using entangled particles to verify identity over a quantum channel. By leveraging entanglement, we can create reusable authentication tokens. I also consider the task of approximating a target entangled state using local actions and classical communication, given an initial shared entangled state.",ai
"Quantum entanglement is a fundamental aspect of quantum mechanics and quantum information. This study explores the concept of ""entanglement witnesses,"" which detect entangled states. We demonstrate that entangled states can act as ""super entanglement witnesses,"" while separable states can act as ""super super entanglement witnesses,"" witnessing other observables. We reveal a hierarchical structure of witnesses, suggesting they are ubiquitous. We also characterize entangled states as super entanglement witnesses. This role leads to a finding: the question of when different entanglement witnesses detect the same entangled state is equivalent to",ai
"Entanglement witnesses are a powerful tool for detecting entanglement in quantum systems. Nonlinear witnesses outperform linear ones, detecting a broader range of entangled states. However, both types rely on measurement devices, which can lead to false positives due to imperfections. Measurement-device-independent (MDI) witnesses, especially for linear cases, offer a solution. Here, we introduce MDI nonlinear entanglement witnesses for two types of entangled states: those failing the PPT (non-positive partial transpose) criterion and bound entangled states with positive PPT. Our MDI nonlinear witnesses confirm ent",ai
"In a Heisenberg spin chain, qubit entanglement (linked states) is caused by quasiparticle excitations and connected to the Bethe Ansatz (a mathematical method) of eigenmodes. A suppression of entanglement, called ""entanglement quenching,"" is mediated by Goldstone magnons (low-energy quasiparticles). Scattering states (interactions) have short-range entanglement, while bound states (paired particles) have complex long-range entanglement structures.",ai
"Introducing classical fields, we can transfer entanglement from discrete qubits to entangled coherent states, and retrieve it back to atomic qubits. Postselection allows for full transformation between atomic and coherent state entanglement.",ai
"We calculated the entanglement cost and distillable entanglement of states residing in symmetric subspaces, providing both general formulas and applying these to the outputs of optimal cloning machines. Notably, in certain scenarios, the optimal n-to-m cloning and true m-copy states match in entanglement measures. Yet, they differ in the error exponent of entanglement dilution. We also introduced a general theory of entanglement dilution applicable to any non-i.i.d sequence of states.",ai
"Entangled coherent states help assess the entanglement fidelity of a device meant for teleporting coherent states. This fidelity is universal, applicable to any coherent state teleportation. However, average fidelity is misleading; high average fidelity doesn't guarantee good entanglement fidelity for both modes of the two-mode entangled state.",ai
"An ""entangler"" gate converts certain product states into entangled ones. A ""universal entangler"" can create entanglement from any product state, making it a potent tool for quantum computing and information tasks. This study shows such a gate always exists, except in a specific, degenerate case. However, finding a universal entangler is still an open problem.",ai
"In standard particle entanglement, swapping a boson is like swapping non-identical particles. However, fermions (like electrons) have a parity rule that limits this. Still, using ""second quantization"" (where local modes act like qubits), we found that two entangled spinless fermion modes can ""teleport"" a single local fermion mode and perform ""dense coding,"" similar to bosons. We can also ""concentrate"" and ""dilute"" fermion entang",ai
We create a method to generate an entangled four-photon state from two pairs of entangled two-photon states. This four-photon state is equivalent to the quantum state of two maximally entangled spin-1 particles. Our method can also create entangled states with 2N photons from N pairs of entangled two-photon states. These multi-photon states are vital for testing quantum mechanics and in quantum information and computation processes.,ai
"Using entanglement measures and Bell's inequality, we found that four-qubit entangled states violate Bell's inequality completely. Plotting entanglement measure against Bell operator expectation value, we saw that entanglement first drops, then smoothly rises as quantum violation increases.",ai
"Entanglement, a key quantum phenomenon, enables unique correlations in quantum systems. It's crucial in quantum teleportation, cryptography, and key distribution. This paper introduces 'entangled hypergraph' and 'evolving entangled hypergraph' to model entanglement-based quantum protocols. We illustrate this with examples.",ai
"Measuring entanglement in quantum systems is crucial for understanding its role in quantum information processing. Many measures exist, but a good one should clearly distinguish entangled from separable states, remain unchanged under local transformations, decrease under local operations and classical communication, and be convex. However, these criteria might not be enough for multi-party systems. Thus, when defining a measure for multipartite entanglement, we should consider the usefulness of quantum states in multi-party quantum information processing. Here, we introduce new measures for this purpose.",ai
"Quantum entanglement is key to the quantum internet's interconnected networks. A major challenge is distributing this entanglement, crucial for future quantum networking. We introduce a method called 'opportunistic entanglement distribution'. This method selects quantum nodes where a cost function reaches a local minimum, considering the error patterns in local quantum memories and the predictability of entanglement fidelities' evolution. Our approach efficiently distributes entanglement.",ai
I demonstrate that photon pairs in Bell's theorem tests aren't truly entangled. I propose the correct entangled state and two experiments to verify it.,ai
"Black holes and thermodynamics: Recent findings suggest a deep link between gravity, thermodynamics, and quantum physics. If black holes indeed behave like natural thermodynamic systems, they should be stable under ideal conditions. Here, we examine if black hole remnants from binary black hole (BBH) mergers, observed by LIGO, Virgo, and KAGRA detectors, are thermodynamically stable. Using data from the GWTC-3 catalog, we check if the final spin ($a_f$) of these remnants meets the stability criterion: $a_f > 0.68$.",ai
"In a simplified AdS black hole model, we treat the negative cosmological constant as a pressure. We derive expressions for black hole mass, volume, entropy, and temperature, using modified Chaplygin gas thermodynamics. We solve Einstein's field equations for this system, finding a new AdS black hole solution. We analyze the energy conditions of the source fluid and demonstrate that this black hole can function as a heat engine. We then calculate the work done and its efficiency in this system.",ai
"Bekenstein and Hawking compared black hole laws to thermodynamics, suggesting black holes have entropy and temperature like other systems. This hints at a link between gravity and thermodynamics. We'll explore arguments for interpreting gravity as a thermodynamic theory.",ai
"We study two types of black holes: Kiselev (flat) and Taub-NUT (not flat). We calculate key thermodynamic properties like temperature and entropy at their event horizons. We also find their heat capacities to analyze stability, and estimate their radiation emission rates. We visualize these data and compare the thermodynamics of both black hole types, noting a significant transition.",ai
"Black hole thermodynamics, when compared to laboratory thermodynamics, finds that some fundamental assumptions, necessary in lab experiments, don't apply to black holes. This raises the question: do black hole thermodynamics' key theorems (like Carnot's theorem and entropy laws) still hold, given their proofs rely on assumptions that don't apply to black holes? This paper seeks to clarify this complexity and suggest a suitable set of assumptions for black hole thermodynamics, providing a solid foundation for this field as a phenomenological study.",ai
"We examine black holes' thermodynamic stability using horizon thermodynamics, a theory that only considers five key variables: energy (E), pressure (P), volume (V), temperature (T), and entropy (S). Unlike conventional thermodynamics, we don't need to specify matter fields that might influence pressure. In scenarios with matter, we find the equation of state: P = P(V, T). By calculating heat capacity at constant pressure and Gibbs free energy, we analyze black holes' local and global thermodynamic stability. Our findings show that for black holes in general relativity, P > 0 is a crucial requirement",ai
"This study examines how space noncommutativity affects the thermodynamics of a Reissner-Nordström black hole. First, we adapt the Bekenstein-Hawking formalism to charged black holes in normal space. Then, we explore how space noncommutativity and the generalized uncertainty principle influence the thermodynamics of these charged black holes. Lastly, we compare the thermodynamics of charged black holes in commutative space with those of Schwarzschild black holes in noncommutative space, exploring potential connections",ai
"I discuss recent work with Mike Appels and David Kubiznak on the thermodynamics of black holes in motion. I begin by explaining the geometry of these black holes, highlighting the conical deficit that makes them accelerate. I then show how to include the tension of this deficit in thermodynamics, introducing a new thermodynamic variable: the conjugate thermodynamic length. Lastly, I detail the thermodynamics of slowly accelerating black holes in anti-de Sitter spacetime.",ai
"We examine a standard black hole in f(R) gravity. Its entropy, slightly varying around stability, is calculated. We explore its geometric thermodynamic properties, focusing on the curvature scalar's role in phase transitions. Additionally, we study how modified parameters affect black hole thermodynamics.",ai
"This review explores recent advancements in the thermodynamics of black holes, focusing on higher-dimensional, rotating objects in flat and AdS spaces, and black rings. It interprets the cosmological constant as thermodynamic pressure and treats it as a variable. We study these black holes in a fixed angular momentum ensemble, analyzing the Gibbs free energy to potentially identify phase transitions. Our findings reveal that multiply-rotating Kerr-AdS black holes exhibit complex thermodynamic behaviors, mirroring those of everyday substances like multicomponent liquids, such as reentrant phase transitions.",ai
"In a five-dimensional Schwarzschild-de Sitter black hole study, we defined two temperatures using standard and Bousso-Hawking normalizations. Using the first law of thermodynamics, we calculated various thermodynamic properties. The two temperatures suggested that the Nariai black hole is thermodynamically unstable. However, the standard normalization appears favored in black hole thermodynamics, not the Bousso-Hawking normalization.",ai
"We studied how thermodynamic properties of black holes vary with the chosen statistical ensemble for a specific class of Einstein-Maxwell-Gauss-Bonnet black holes with a cosmological constant. Using partial Legendre transformations, we compared results across different ensembles, finding that the phase transition structure depends on the chosen thermodynamic potential. This suggests that thermodynamic metrics that are only partially Legendre invariant are unsuitable for describing black hole thermodynamics, and explains why a specific thermodynamic metric has been predominantly used in black hole geometrother",ai
"In a generalized Randall-Sundrum braneworld, the thermodynamics and phase transitions of charged RN-AdS and rotating Kerr-AdS black holes are studied using thermodynamic geometry. The study explores their thermodynamics, stability, and phase structures in both canonical and grand canonical ensembles. Thermodynamic curvatures are calculated and examined against thermodynamic variables. Notably, the phase structures depend on the braneworld parameter for these AdS braneworld black holes.",ai
"New rotating black hole solution found in 3D gravity with a scalar field. The solution's scalar potential, $V(\phi)$, and scalar field parameter $B$ are linked to the black hole's size. The first law of thermodynamics holds. A Hawking-Page transition to thermal radiation and a phase transition to rotating BTZ black holes are observed. In the latter, BTZ black holes consistently have lower free energy, making them thermodynamically favored.",ai
"This framework combines non-equilibrium thermodynamics of glasses with that of isolated black holes. It demonstrates that the first and second laws of black hole dynamics and thermodynamics align, while the third laws address distinct concerns.",ai
We examine black holes in EGB theory: charged EMGB black holes and Yang-Mills black holes. Their thermodynamic geometry is explored using modified entropy in Gauss-Bonnet theory.,ai
"We explore a process in Kerr black holes where heat flows from the inner horizon to the outer horizon, stabilizing the black hole's thermodynamic state. We assume emission of gravitational quanta and calculate the final extremal black hole's mass.",ai
"We found a precise solution for a static black hole in a theory with a scalar field nonminimally coupled to gravity, and a power-law Maxwell field coupled to gravity. We explored this solution, considering the black hole could have topological features. We also studied black hole thermodynamics, calculating entropy using Wald's method.",ai
"I explain why black holes can be considered complete thermodynamic systems, using simple terms for students and non-experts, without requiring advanced knowledge of quantum gravity. I focus on: (1) the clear definition of 'adiabatic' actions in classical black hole thermodynamics; (2) how the 'membrane paradigm' makes black hole thermodynamics precise and applies it to local-equilibrium situations; (3) the crucial role of Hawking radiation in enabling black holes to interact thermally; (4) the many ways to calculate Hawking radiation and its impact on black holes; (5) the meaning",ai
"We investigated the thermodynamics of the Ayon Beato-Garcia black hole, focusing on how photon orbits relate to its thermodynamic phase transitions. We used Ruppeiner geometry to analyze the interactions among the black hole's microstructures. Below a critical point, the radius of photon orbits and minimum impact parameter change non-linearly, mirroring the behavior of Hawking temperature and pressure in extended thermodynamics. These changes act as order parameters during phase transitions, with a critical exponent of $1/2$. Our findings suggest a strong link between gravity and thermodynamics in the Ayon Beato-G",ai
"We analyze thermodynamic properties of an acoustic black hole in a cavity using the generalized uncertainty principle. We find a minimum stable black hole remnant and also confirm stability for large black holes, suggesting potential decay paths towards either.",ai
"Adding a charged particle to a 2+1D charged black hole boosts its entropy, upholding the second law of thermodynamics. This change is reflected in the black hole's mass, satisfying the first law. When testing with an extremal black hole, the mass increase outpaces the charge, confirming the outer horizon's persistence. However, the black hole's state shifts from extremal to non-extremal.",ai
"Black hole mergers, observed through gravitational waves, allow testing the second law of black hole thermodynamics. We explain how to calculate a black hole's entropy and use LIGO/VIRGO data on masses and spins from past mergers to test this law numerically. Additionally, we examine the mathematical relationship between initial merger parameters to confirm the law's universality.",ai
"I match the thermodynamics of extremal Kerr-Newman black holes to a two-dimensional Fermi gas, where both exhibit membrane-like behavior. The key is the thermodynamic curvature scalar R, typically negative for usual systems, but mostly positive in these cases.",ai
"We study the thermodynamics of a noncommutative black hole, resembling the nonsingular de Sitter-Schwarzschild black hole. Extremal black holes leave behind stable remnants. We describe their evaporation using a noncommutativity-corrected Vaidya metric, finding a strong link between thermodynamics and the evaporation process.",ai
"Black hole ""masking"" occurs when mass and temperature data could represent either a pure black hole or a smaller black hole with a heavy shell. This matches the thermodynamic behavior of a black hole in a confined space: masking occurs when there's at least one locally unstable black hole solution in the system.",ai
"We investigated the thermodynamics and state space geometry of regular black holes like Bardeen, Ayón-Beato-García, Hayward, and Berej-Matyjasek-Trynieki-Wornowicz. All exhibited second-order phase transitions, seen as heat capacity-entropy graph discontinuities and free energy-temperature graph cusps. Geometrothermodynamics confirmed these transitions via heat capacity singularities.",ai
"In D dimensions, Schwarzschild black hole entropy equals the entanglement entropy of a boundary in global $AdS_2$ at infinity. By reducing General Relativity to 2D, we obtain 2D dilatonic gravity, which has black hole solutions mirroring D-dimensional Schwarzschild black holes' thermodynamics. A Weyl transformation, a symmetry preserving thermodynamics, converts these dilatonic black holes into specific $AdS_2$ black holes. In the far limit, these become global $AdS_2$, described by two entangled $AdS_2",ai
"In modified gravity theories, we explore black hole definitions from a thermodynamic perspective.",ai
"We connect various black hole solutions near their event horizons to those in two-dimensional dilaton gravity theories to suggest that black holes in 4 or more dimensions can be effectively described by 2D dilaton gravity's black hole thermodynamics. We prove that the entropy of single-charged dilatonic black holes and p-branes in any dimension, with any dilaton coupling, matches the entropy of the corresponding 2D black hole. We note that even complex stringy black holes with multiple charges might be simplified and understood using this 2D dilaton gravity approach.",ai
"Simplified Version:

The Lovelock theory of gravity involves higher-dimensional structures. In this theory, black holes can have complex geometries and horizons, but some key properties, like mass, temperature, and entropy, can be simplified using the horizon's radius. When the black hole's horizon is flat (Ricci flat), the math is especially straightforward. These black holes are always thermodynamically stable, have a positive heat capacity, and their entropy follows the familiar area formula. However, this formula doesn't hold for black holes with horizons that have constant positive or negative curvature. In a nutshell,",ai
"Recent findings suggest that quantum effects, manifesting as thermal fluctuations, alter the entropy of black holes by an exponential factor. This study investigates how this modification affects the mass and other thermodynamic properties of black holes. The Schwarzschild black hole's mass is found to decrease due to these fluctuations. To explore this further, we calculate the partition function and examine the exponential-corrected thermodynamics and statistics of black holes. Our analysis reveals a specific condition for the event horizon radius to maintain the Smarr-Gibbs-Duhem relation under quantum corrections. Notably, while the Schwarzschild black hole is typically unstable",ai
"In this study, we explore the thermodynamic critical behavior of charged Anti-de Sitter (AdS) black holes in a novel context. We find that when the total charge squared is treated as a thermodynamic variable, these black holes exhibit van der Waals-like criticality, even without considering pressure and volume. Using this insight, we analyze the intricate phase structures of charged AdS black holes with a fixed AdS background. We provide precise, analytical phase diagrams, addressing a previous gap in understanding these black hole phase transitions.",ai
"In our research, we examine the thermodynamic properties of a black hole, specifically within the framework of Hořava-Lifshitz (HL) gravity, without the detailed-balance condition. Here, the parameter $\Xi = \epsilon^2$ acts similarly to the electric charge in a Reissner-Nordström-AdS (RN-AdS) black hole. Treating $\Xi$ as a thermodynamic variable, we derive the first law of thermodynamics for the HL black hole. Despite similar mass and temperature, the HL and RN-AdS black holes have distinct thermodynamic",ai
"Recent research focuses on the thermal properties of black holes, particularly regular ones like Hayward Class and asymptotically AdS (Anti-de Sitter) black holes. Key aspects studied are surface gravity and Hawking temperature at the event horizon. For asymptotically AdS black holes, we examine both thermodynamic volume and naive geometric volume, finding that entropy is their volume ratio. Graphs are plotted and analyzed. The 'cosmic censorship inequality' is derived for both types of black holes. Additionally, we compute the thermal heat capacity and investigate the stability of these black holes under varying conditions.",ai
"In a cavity, black holes efficiently reach thermodynamic equilibrium. We examine a rotating, charged Kerr-Newman black hole and compare it with simpler cases: a charged Reissner-Nordström (RN) black hole and a rotating Kerr black hole, all within a cavity. We derive the quasi-local energy from the Hamiltonian and formulate the first law of thermodynamics. In a canonical ensemble, these black holes can exhibit a van der Waals-like phase transition, much like those in AdS space. We also explore the black holes' thermodynamic geometry, a useful tool for understanding microscopic interactions in thermodynamic systems.",ai
"In this study, we explore the thermodynamics of charged Anti-de Sitter (AdS) black holes with a global monopole, a topic still not fully understood. We examine these black holes in an extended phase space, finding that their thermodynamic properties depend significantly on the internal global monopole. These properties align with the first law of thermodynamics and the Smarr relation. Further analysis shows that these black holes experience a phase transition at a critical point, similar to a Van der Waals liquid-gas system. This work illuminates how a global monopole influences the thermodynamics of AdS black holes",ai
"Black holes, when compared to classical thermodynamic systems, show remarkable similarities between their mechanical laws and thermodynamic laws. After Hawking's discovery of black hole radiation, the idea that black holes are legitimate thermodynamic entities with a specific entropy gained traction. However, arguments supporting this idea are few and often unconvincing, primarily relying on controversial information-theoretic interpretations of entropy. We will examine some key arguments attempting to equate black hole event horizons with thermodynamic surfaces.",ai
"AdS Black Holes: A New Thermodynamic Geometry Approach

In AdS spacetime, entropy and volume of spherically symmetric black holes aren't independent, causing issues when applying Ruppeiner's thermodynamic geometry theory. We propose a simple method to tackle this, suggesting that enthalpy, not internal energy, is the key thermodynamic function for this geometry.",ai
"Revised Text (121 words):

This paper introduces a novel perspective on black hole thermodynamics, incorporating irreversibility using thermodynamic optimization and finite-time thermodynamics. This approach is valuable in both physics and engineering, merging standard thermodynamics with optimal control theory to find practical, microphysics-agnostic process optimizations. We establish general limits on the maximum work and efficiency of black hole processes, using only equilibrium thermodynamic relations. These finite-duration bounds are more realistic and restrictive than reversible counterparts. To demonstrate, we examine a specific process in detail.",ai
"In the last three decades, research in general relativity has suggested a profound link between gravity, thermodynamics, and quantum theory, particularly in black hole thermodynamics. Here, laws governing black holes mirror those of thermodynamics. This article summarizes current understanding and addresses unresolved questions in these fields.",ai
"In some black hole thermodynamics models, the first law includes a pressure term. Here, entropy follows the area law, but energy isn't equal to mass. If pressure is divided into two parts and combined with original quantities, energy becomes equal to mass, and area-law entropy becomes the corrected Wald entropy.",ai
"We investigated the thermodynamic properties of Reissner-Nordström-de Sitter and extremal black holes (like de Sitter coupled to a scalar field, or MTZ black holes). Both exhibited unusual behaviors, but thermodynamic geometry provided consistent explanations.",ai
"Interpreting the cosmological constant $\Lambda$ as a pressure in black hole thermodynamics reveals a complex structure. $\Lambda$ is seen as pressure, and its conjugate is the thermodynamic volume. Recent advancements explore this new perspective.",ai
"In our study, we examine the behavior of charged black holes in AdS spacetime, influenced by nonlinear electrodynamics. We treat the cosmological constant as pressure and the black hole mass as enthalpy, finding parallels with Van der Waals' liquid-gas system. We introduce new thermodynamic variables tied to the NED coupling and magnetic charge. Our work shows that black hole thermodynamics and the Smarr relation hold under these conditions.",ai
"In Hořava-Lifshitz (HL) gravity, we examine the stability and criticality of black holes without the detailed-balance condition, using horizon thermodynamics. This approach doesn't require specific black hole solutions or matter fields. We find that HL black holes with $k=0$ are always thermodynamically stable. For $k=1$, their behavior and $P-V$ criticality resemble those of Reissner-Nordström-AdS (RN-AdS) black holes for certain $\epsilon$. For $k=-1$, we focus on a type of black hole with a tri",ai
"In the study of black holes, there's interest in how thermodynamics relates to the ""Lloyd bound"" on holographic complexity. We examine black holes in $D$ dimensions, with hyperbolic geometry and those that have a minimal temperature and mass due to momentum relaxation. Our findings show that the ""turning points"" in the thermodynamic curvature of these black holes, as systems, match the points where the action and volume complexity hit zero at the Lloyd bound. For single-horizon black holes, the complexity of volume and action are zero at minimal mass and temperature, respectively. We observe that",ai
"Entanglement entropy, a measure of information loss, is used to build 'entanglement thermodynamics' for a simple field in different spacetimes. This helps understand black hole thermodynamics' statistical roots. Unlike Minkowski spacetime, black hole thermodynamics is closely linked to entanglement thermodynamics in Schwarzschild and Reissner-Nordstr{\""o}m spacetimes.",ai
