text,source
"This paper introduces a general framework for probabilistically certifying cancer therapies. It defines certification based on two key aspects: tumor reduction and a lower bound on circulating lymphocytes, considered as an indicator of patient health. Certification is seen as ensuring, with a predefined high probability, the success of the therapy over a certain time period, despite uncertainties in the dynamic model used to optimize drug injection schedules. This certification approach can serve to adjust treatment parameters and protocols, and to make rational use of limited or expensive drugs.",ai
"Personalized cancer vaccines are envisioned as the next generation of rational cancer immunotherapy. The key step in developing personalized therapeutic cancer vaccines is identifying tumor-specific neoantigens present on the surface of tumor cells. A promising method for this is de novo peptide sequencing from mass spectrometry data. In this paper, we introduce DeepNovoV2, the current best model for peptide sequencing. DeepNovoV2 represents a spectrum as a set of (m/z, intensity) pairs, avoiding the accuracy-speed/memory trade-off issue. The model combines an order-invariant network structure (T-Net) and recurrent",ai
"""We examined how features in the tumor microenvironment (TME) relate to overall and 5-year survival in patients with triple-negative breast cancer (TNBC) and non-TNBC (NTNBC) using Explainable Artificial Intelligence (XAI) models. We analyzed clinical data from patients with invasive breast carcinoma from The Cancer Genome Atlas and two cbioPortal studies: PanCanAtlas and GDAC Firehose. Our study used normalized RNA sequencing data from 1,015 breast cancer patients, alive or deceased, from the UCSC Xena dataset. We employed the EPIC method for integrated de",ai
"Spatial interactions between cancer and immune cells, along with recognition of tumor antigens by immune system cells, are crucial in the immune response to solid tumors. Current mathematical models often focus on just one of these key aspects. We introduce a spatial, stochastic, individual-based model that explicitly simulates antigen expression and recognition. In our model, each cancer cell has an antigen profile that can change over time due to epimutations or mutations. The immune response begins when dendritic cells recognize tumor antigens and present them to cytotoxic T cells, leading to T cell activation against tumor cells expressing these antigens.",ai
"Immunotherapies harness the patient's immune system to selectively target cancer cells. A notable success is the use of CAR T cells to treat B-cell malignancies like leukemias and lymphomas, leading to long-lasting complete responses in many patients. This therapy involves removing the patient's T cells, engineering them with a chimeric antigen receptor (CAR) to recognize and target cancer cells expressing the CD19 antigen, which is present in these hematological tumors. Here, we propose a mathematical model to describe the time-dependent response of leukemias to CAR T-cell injection. The model considers mature and progenitor",ai
"Predicting clinical outcomes is crucial but difficult. Many studies have searched for significant biomarkers linked to therapy response or patient survival. However, these biomarkers can be expensive, invasive, and may not be suitable for new therapies. Meanwhile, diverse, unaligned temporal data is constantly generated in clinics. This work aims to use a unified deep learning method to predict patient prognosis and therapy response using easily accessible data like radiology images, lab results, and clinical notes. Previous work focused on single data types or ignored temporal changes. Notably, clinical time series data is often recorded at irregular intervals. Here, we formulate prognosis modeling",ai
"The remarkable results seen in clinical trials of immunotherapy for patients with previously incurable melanoma, a highly aggressive type of skin cancer, necessitate a deeper understanding of the cancer-immune system interaction. Computational pathology offers a unique chance to analyze this interface on digitized pathological slides. Accurate cell classification is crucial for reliable results, but can be difficult even with current machine learning and deep learning techniques. We propose a tiered framework that mimics how pathologists view tumor architecture and define tumor heterogeneity to enhance cell classification methods that rely solely on cell nucleus shape. The SLIC superpixel algorithm was employed to segment and",ai
"The tumor microenvironment (TME) significantly impacts cancer prognosis due to its immune composition. While therapies aiming to alter the immune composition, including immunotherapies, have shown promising results for treating blood cancers, they are less effective for immunologically 'cold' solid tumors. Spatial omics technologies capture the spatial organization of the TME with unprecedented molecular detail, revealing the relationship between immune cell localization and molecular signals. We propose to formulate T-cell infiltration prediction as a self-supervised machine learning problem and develop a counterfactual optimization strategy that uses large-scale spatial omics profiles of patient tumors to design tumor",ai
"In this study, we present and explore a range of models that includes certain established mathematical tumor-immune system interaction models. These models assume that the influx of immune cells depends on the number of cancer cells. We analyze constant, periodic, and impulsive therapies, as well as the unperturbed system, both theoretically for the general family of models and through numerical simulations using the Kuznetsov et al. model (V. A. Kuznetsov, I. A. Makalkin, M. A. Taylor, & A. S. Perelson, 1994). The simulations",ai
"""Immune checkpoint therapy is a promising immunotherapeutic approach that could provide long-lasting responses for various cancer types. While significant progress has been made, there are still crucial unanswered questions about quantifying and predicting treatment effectiveness and the best ways to combine different immune checkpoint blockades. To address this, we've developed clinically relevant, dynamic systems models focusing on PD-1/PD-L1 checkpoint blockades. Our model allows for the development of adaptive immune resistance without treatment, but immune checkpoint blockades can reverse this resistance and enhance the anti-tumor activity of immune cells. Our numerical analysis suggests that anti-PD",ai
"""Although combining multiple therapies for cancer treatment is becoming more common, predicting the precise interactions and synergistic or opposing effects of different treatments on a patient's health and treatment outcome is challenging. In this study, a system of ordinary differential equations is developed to represent the nonlinear dynamics between tumor cells, immune cells, and three types of therapies: chemotherapy, immunotherapy, and radiotherapy. This model is then employed to create optimized combination therapy strategies using optimal control theory. Computer simulations, or in-silico experiments, are",ai
"Molecular and genomic properties are crucial in choosing cancer treatments tailored to individual tumors, especially for immunotherapies. Current methods to assess these properties are costly, time-consuming, and not always routinely done. Machine learning applied to Hematoxylin and Eosin (H&E) stained images offers a more affordable screening approach. Numerous studies in recent years have shown that various molecular biomarkers can be predicted from H&E images alone using deep learning: molecular alterations, genomic subtypes, protein biomarkers, and even viral presence. This review explores the diverse applications across different cancer types and the methods to train and validate these models on whole slide",ai
"Recent advancements in cancer immunotherapy have led to the development of tumor-immune system models to provide a mechanistic understanding and suggest more effective treatment regimens. However, the complexity of these models, their multi-scale dynamics, and overparameterization make them inaccessible for widespread use. This study examines the dynamics of a foundational model that describes the interactions between tumor cells, natural killer cells, CD8+ T cells, and circulating lymphocytes. It is demonstrated that the long-term evolution of the system towards high-tumor or tumor-free equilibria is determined by the dynamics of an initial explosive stage of tumor progression. By focusing on",ai
"We present a system of ordinary differential equations (ODEs) that accurately mimics delayed responses seen in immune checkpoint blockade therapy, such as anti-CTLA-4 Ipilimumab. This immunotherapy approach has been a leading and promising cancer treatment in recent years, earning the 2018 Nobel Prize in Physiology or Medicine. Our model represents the competition between effector T cells and non-effector T cells within a tumor. By tuning a small set of parameters that govern immune checkpoint expression and considering the patient's immune system and cancer status,",ai
"Tumor mutational burden (TMB), a potential genomic biomarker for immunotherapy, faces challenges in low-resource settings due to whole exome sequencing's lack of clinical penetration. This study introduces a multi-scale deep learning framework to detect TMB status from routine whole slide images, creating a multiple cancer TMB prediction model (MC-TMB). In cross-validation, MC-TMB achieved an average area under the curve (AUC) of 0.818 (0.804-0.831), outperforming single-scale models. Ablation tests confirmed MC-TMB's superiority",ai
"""A comprehensive parametric study of the dynamic behaviors of a theoretical model for anti-tumor virus therapy is detailed. The role and constraints of mass-action kinetics are explored. A functional response, dependent on the ratio of uninfected to infected tumor cells, is introduced to describe virus infection spread within the tumor. Notably, ratio-dependent models possess a complex equilibrium at the origin, whose characteristics significantly influence the model's properties. It's demonstrated that, within a specific parameter range, the model's trajectories form a family of homoclinics to the origin (known as an 'elliptic sector'). This biologically signifies that both infected",ai
"Biological entities' movement significantly impacts their fate by influencing interactions among individuals of the same species (intraspecific) and with other species (interspecific), as well as with their surroundings. Despite numerous population dynamics models, the influence of movement behavior and environmental heterogeneity on these dynamics remains unclear. We expanded the Kolmogorov equation to account for movement behavior and applied it to a biased random walk on a percolation lattice. We then investigated how these factors affect population dynamics, focusing on intratumor heterogeneity, metastasis, and immune surveillance. In tumors, our findings show that communication between cell colonies and the",ai
"Iron oxide nanoparticles hold significant scientific and technological promise, spanning energy applications to biomedicine. While single-crystalline, defect-free nanoparticles have been sought to enhance performance, recent studies show that defect-rich nanoparticles outperform their defect-free counterparts in magnetic hyperthermia and magnetic particle imaging. This overview explores the current state of designing and characterizing defects and resulting spin disorder in magnetic nanoparticles, with a focus on iron oxide nanoparticles. It highlights the beneficial impact of defects and disorder on the intracellular magnetic hyperthermia performance of magnetic nanoparticles for drug delivery and cancer therapy, positioning defect-engineering in iron oxide nanoparticles as an alternative",ai
"The main hurdle in cancer immunotherapy biomarker research is measuring pattern shifts in microscopic whole slide images of tumor biopsies. Different cell types often move to various tissue areas, creating diverse distribution patterns. For drug development, it's crucial to compare different biomarkers within and between these tissue compartments. Currently, expert pathologists manually annotate tissue slides, a labor-intensive, error-prone, and time-consuming process. Automating this process could enhance accuracy and consistency, reduce workload and costs, thereby boosting drug development. Here, we introduce a new one-shot color deconvolution deep learning method to automatically segment and annotate digit",ai
"Chimeric Antigen Receptor (CAR) T-cell therapy has demonstrated promise in treating blood cancers, and its use in solid tumors, like gliomas, is being actively explored. Potential CAR T-cell targets for gliomas include IL13Ra2, EGFRvIII, HER2, EphA2, GD2, B7-H3, and chlorotoxin. This study aims to develop a mathematical model of IL13Ra2-targeting CAR T-cells for glioma treatment, building upon the",ai
"Cold atmospheric plasma (CAP), a near room temperature ionized gas created under non-equilibrium discharge conditions, was shown to trigger an inflammatory phenotype in rat peritoneal exudate macrophages and T-cells when exposed briefly in vitro. This led to improved antigen-presenting and effector cell function respectively. Unlike previous studies that primarily used immortalized cell lines, both macrophage and T-cells in this study were primary cells isolated from mice. Additionally, when T-cells were exposed to CAP ex-vivo and then transferred into tumor-bearing mice, a strong anti-tumor effect was observed in vivo. The mechanism behind this seems to involve CAP",ai
"Synthetic biology, a developing field, focuses on designing and engineering organisms for applications like food security, health, and environmental protection. This presents numerous ethical, legal, and social implications (ELSI) for researchers and policymakers. Efforts to ensure responsible synthetic biology are ongoing, including policy-making and integrating social scientists and ethicists into projects. However, due to synthetic biology's early stage, its wide-ranging domains, and the open nature of many ethical questions, addressing these challenges is",ai
"Synthetic biology aims to create and study circuits in cells, aiding in understanding and controlling cellular states. It facilitates discovery of new parts, strategies, and interactions for designing robust synthetic systems. No prior work exists on constructing synthetic circuits in protozoan parasites. This paper details the creation of a genetic circuit targeting the enzyme inositol phosphorylceramide synthase in the protozoan parasite Leishmania. The circuit's dynamic nature was investigated through simulations and validated using qualitative and quantitative methods. The resulting circuit exhibited responsiveness, oscillatory, and bistable behaviors.",ai
"Synthetic biology is a key area where major nations compete for scientific dominance. This field encompasses a vast realm waiting to be explored through interdisciplinary research collaborations. The aim of this study is to uncover the current status of this emerging field, specifically identifying its key players, locations, and timeline. A keyword search string was created and applied to the Web of Science and Derwent Innovations Index databases. Notably, we calculated year-based h-type indices for frequently occurring keywords.",ai
"Quantum Biology, a burgeoning field, bridges fundamental physics and biology, offering fresh perspectives on biological order's essence and origins. We explore QBCL, a research initiative aimed at applying quantum principles to biological structures beyond molecules. Key terms include: decoherence, macroscopic superpositions, basis-dependence, formal superposition, non-classical correlations, Basis-Dependent Selection (BDS), synthetic biology, and the evolvability mechanism loophole.",ai
"Synthetic biology aims to create intricate synthetic cellular circuits that can perform complex calculations and process information in response to specific inputs. Recent advancements in understanding and manipulating cellular information networks raise key physics questions: How do molecular circuit components use energy to enhance information processing? Can thermodynamic principles improve synthetic cellular circuit design? This summary outlines recent theoretical work addressing these questions. Energy consumption in cellular circuits serves five primary purposes: (1) enhancing specificity, (2) controlling dynamics, (3)",ai
"Bacteria have inspired the development of evolutionary algorithms. In the early 20th century, synthetic biology emerged, aiming to create unnatural biological systems like programmable synthetic bacteria. This paper introduces a novel approach: an evolutionary algorithm conducted entirely by synthetic bacteria. We developed a genetic algorithm, BAGA, and demonstrated its effectiveness in solving simple optimization problems like function optimization, the 0/1 knapsack problem, and the Hamiltonian path problem. Our results suggest that evolutionary algorithms could be designed using principles, mechanisms, and genetic circuits from synthetic biology.",ai
"Synthetic biology is the engineering of cellular networks, merging principles of engineering with knowledge of biological networks to control cell behavior. Successful construction of biological devices like switches, oscillators, and gates has been achieved using computational modeling and molecular biology techniques. The goal of synthetic biology is to create intricate systems from these fundamental devices, akin to building electronic circuits from basic parts. As this goal is realized, engineering concepts such as interchangeable parts and encapsulation will be integrated into biology. To support these concepts, we've developed the software Athena.",ai
"Biology has significantly transformed in the past two decades, shifting from a descriptive science to a design science. Synthetic biology enables us to engineer cells to produce novel, valuable molecules like renewable biofuels or anticancer drugs. However, conventional synthetic biology methods often rely on ad-hoc engineering practices, resulting in lengthy development times. We introduce the Automated Recommendation Tool (ART), which employs machine learning and probabilistic modeling techniques to guide synthetic biology in a systematic way, without requiring a comprehensive mechanistic understanding of the",ai
"Synthetic Biology is a new, engineering-driven method in biology that involves designing intricate biological devices. The fundamental principles of Synthetic Biology are still uncertain. One suggested method is to base Synthetic Biology on traditional engineering principles such as standardization, modularity/decoupling, and abstraction/modeling to simplify component-based design. In this piece, we propose and discuss an alternative approach, High-throughput Biologically Optimized Search Engineering (HT-BOSE). Originating from directed evolution, HT-BOSE focuses on a rational optimization of the search process in the space of possible device designs, using biological knowledge",ai
"Over the past decade, synthetic biologists have significantly advanced methods for modularly assembling genetic sequences and engineering biological systems with diverse functions across various organisms. However, current approaches intertwine sequence and functionality, making abstraction challenging, limiting engineering flexibility, and hindering predictability and design reuse. Functional Synthetic Biology aims to address these hurdles by shifting the focus of biological system design towards function, rather than sequence. This shift will separate the engineering of biological devices from their specific applications, necessitating both conceptual and organizational changes, as well as supportive software tools. Achieving this vision of Functional Synthetic Biology would",ai
"Modeling and analyzing networks in biological and other complex systems requires moving beyond the limited use of just a few network metrics like degree, betweenness, or assortativity. It's crucial to identify which metrics are informative and which are redundant, using recently developed techniques. A comprehensive comparison of networks and growth models can only be achieved effectively with these methods.",ai
"""Commonly, it's said that biology lacks laws, with all processes seemingly contingent and subject to historical chance. Basic biological entities like organisms, cells, genes, catalysts, and motors are usually introduced descriptively, with deductive reasoning approaches being scarce. Thus, both the logical content and principles of biology warrant re-evaluation. This paper explores the fundamental basis of biology, constructing it with elements, logic, and principles, utilizing language and methods from other fields. This approach presumes a unified nature of human knowledge.""",ai
"To work consistently, artificial molecular circuits need systems that enable them to adjust to environmental changes. Least mean squares (LMS) methods, widely used in signal processing and control, offer a potent way to achieve this. Here, we illustrate how the conventional LMS algorithm can be realized at the molecular level using just a few basic biomolecular reactions. We validate our method through various simulation studies and discuss its significance for synthetic biology.",ai
"The primary aim of nanobionics and bottom-up synthetic biology is to create artificial cell organelles using a minimal set of components, enabling the construction of cell-like structures that function like biological systems. This paper outlines flexible strategies to develop artificial reaction centers for new photoautotrophic processes, and to create fully biocompatible synthetic enzymes for step-wise substrate photo-conversion in abiotic organelles. This innovative approach holds promise for creating artificial cell-like systems that can be easily controlled by light, serving both as an",ai
"The RNA Inverse Folding problem, a challenge from computational biology, aims to identify a molecule that adopts a specified three-dimensional structure. This task is crucial in fields like bioengineering, pharmaceutical research, biochemistry, synthetic biology, and RNA nanostructure design. The Nested Monte Carlo Search method has shown promising results for this problem. We suggest adapting and assessing various Monte Carlo Search algorithms to tackle the RNA Inverse Folding problem.",ai
"""Using Artificial Intelligence (AI) in synthetic biology will establish a high-throughput automated system for genetic design. This involves a learning machine that repeatedly optimizes the system through a 'design-build-test-learn' (DBTL) cycle. However, standard machine learning methods, like deep learning, struggle to represent relational knowledge and need vast amounts of labeled training data. These limitations hinder AI's role in synthetic biology, where experiments are naturally time-consuming and resource-intensive. In this study, we suggest an automated",ai
"""I would like to clarify my stance on Quantum Biology, as it has been misinterpreted as 'reducing cellular behavior to the actions of quantum particles within cells'. I distinguish my views from those of McFadden and Al-Khalili, as well as Asano et al. Additionally, I propose an idea outlined in our recent paper (Bordonaro, Ogryzko, 'Quantum Biology at the Cellular Level - Elements of the Research Program', BioSystems, 20",ai
"""Despite reproducibility being a fundamental principle of science, many results, including those in computational fields like systems biology with significant standardization efforts, remain difficult to reproduce. Notably, Tiwari et al. found that they could only replicate 50% of published simulation results in this domain. To enhance the reproducibility of computational systems research, we've identified several resources that researchers can use to make their work more accessible, executable, and understandable to others. These include domain standards and curation services, as well as effective methods from the software engineering industry that many researchers could adopt. We believe these approaches could significantly improve",ai
"The origins of life remain enigmatic, with few enduring clues due to the obscuring effects of evolutionary change. Previous reviews have examined the complementary methods of top-down and bottom-up synthetic biology in enhancing our comprehension of living systems. This study emphasizes the synergies between these fields, particularly between bottom-up synthetic biology and origin of life research. We investigate recent advances in creating artificial cell compartments, mirroring the crowded cellular environment, and its metabolism, as well as cycles of growth and division, and how these efforts are beginning to converge. Despite complexity being a hallmark of current life, none of life's fundamental features",ai
"""The bottom-up creation of synthetic cells is a fascinating and promising field in synthetic biology. These cells are constructed by enclosing biomolecules within lipid vesicles, or liposomes, enabling the production of one or more functional proteins inside. Due to these internally synthesized proteins, synthetic cells can carry out various biomolecular tasks, making them useful for a wide range of applications. This opens up numerous possibilities for advanced uses in basic science and biotechnology.""",ai
"Synthetic biology combines principles and methods from engineering and biology. It requires computer-aided design (CAD) to connect computational modeling with biological data. A tool called TinkerCell has been developed as a CAD platform for synthetic biology. TinkerCell is a visual modeling tool that organizes biological parts hierarchically. Each part has attributes like sequence or rate constants. Models built with these parts can be analyzed using various C and Python programs, accessible through TinkerCell's extensive C and Python API.",ai
"Self-driving labs, which integrate fully automated experiments with artificial intelligence for decision-making, could revolutionize scientific research, with machines exploring, interpreting, and explaining the world for human benefit. Existing SDLs operate in chemistry and materials science, but synthetic biology offers a distinct opportunity due to the genome's role in influencing a vast array of biological cell behaviors. To justify the substantial investment needed for biological SDLs, they should target complex and transformative biological questions. This text discusses the challenges involved.",ai
"Life science is entering a new era with petabyte-level sequencing data. Analyzing such large datasets to gain biological insights is a significant computational challenge. To address this, we developed DeepMetabolism, a biology-driven deep learning system that predicts cell phenotypes from transcriptomics data. By combining unsupervised pre-training with supervised training, DeepMetabolism achieves high prediction accuracy (Pearson correlation coefficient >0.92), speed (<30 minutes for >100 GB data using a single GPU), and robustness (",ai
"Challenge in Synthetic Biology: Designing increasingly complex circuits, while natural biological circuits are intricate and balance trade-offs. Current synthetic circuits are simpler and focus on single design goals. Our Contribution: We present a multi-objective approach for designing biocircuits, establishing a foundation for an advanced optimization tool. This tool enables modular and systematic design of complex biocircuits that consider multiple design criteria. Our method merges the efficiency of global Mixed Integer Nonlinear Programming solvers with multi-objective optimization techniques. We demonstrate its capabilities through various examples.",ai
"High-throughput data acquisition in synthetic biology results in a vast amount of data that requires processing and aggregation into useful biological models. Constructing dynamic models based on this data is crucial for understanding and optimizing synthetic biology designs. However, manually building models for each dataset is impractical and may become unfeasible for complex systems. In this study, we introduce advanced system identification techniques combined with chemical reaction network theory (CRNT) to automatically generate dynamic models. On the system identification side, Sparse Bayesian Learning provides methods to identify",ai
"Hydrated interfaces are common in biology and exist at various scales, from ions and individual molecules to membranes and cellular networks. In living organisms, these interfaces exhibit a high degree of self-organization and complex entanglement, making them difficult to study experimentally due to the blurring of individual properties. However, the Langmuir technique enables the examination of well-defined interfaces, with controllable thermodynamic states that allow exploration of proper state diagrams. In this study, we show that voltage and pressure pulses can simultaneously propagate along monolayers composed of either native pork brain or synthetic lipids. These pulses are excited by applying small",ai
"Computer-aided design in synthetic biology aims to speed up the rational and reliable engineering of biological systems. It needs detailed, quantitative mathematical and experimental models of processes for redesign, along with software and tools for genetic engineering and DNA assembly. This increased precision in design could significantly impact the creation of custom cells and organisms with specific functions and enhanced modularity. Computer-aided design methods require quantitative cellular representations that can capture multiscale processes and connect genotypes to phenotypes. Here, we discuss how whole-cell, multiscale models could revolutionize the",ai
"Proteins, nucleic acids, and specific synthetic polymers can fold into distinctive shapes in appropriate conditions. This study demonstrates that it's feasible to create lattice models of these foldable heteropolymers by defining energy solely based on individual monomer properties like solvent exposure and steric hindrance.",ai
"Generative Adversarial Networks (GANs) offer a promising method to create realistic data, like genes, proteins, or drugs, in synthetic biology. In this work, we use GANs to generate synthetic DNA sequences that encode proteins of varying lengths. We introduce a novel feedback-loop architecture, Feedback GAN (FBGAN), which optimizes synthetic gene sequences for desired properties using an external function analyzer. Notably, the analyzer in FBGAN does not require differentiability. We demonstrate the feedback-loop mechanism with two examples: generating synthetic genes encoding antimicrobial peptides and optimizing synthetic genes for the secondary structure",ai
"We tested a simplified, local version of the helix model on two synthetic and two natural proteins to assess its effectiveness in predicting the native secondary structure. The results were very good for the synthetic sequences but less so for the natural ones. This implies that non-local terms are crucial in determining the secondary structure, although in some instances, local terms alone might be adequate.",ai
"Topological entanglements are common and often harmful in biological and materials science polymeric systems. In this study, we theoretically examine the topological simplification of knots through the diffusion of slip-links (SLs), which can represent biological or synthetic molecules like proteins on the genome or cyclodextrins in slide-ring gels. We discover that SLs entropically compete with knots and can localize them, significantly aiding their subsequent simplification via transient strand-crossing. Moreover, we find that the efficiency of knot",ai
"This work presents a new method for analyzing images to assess the uniformity of objects within clusters, using the propagation of normal wavefronts. The issue of width uniformity is explored, and its significance for characterizing composite structures common in physics and biology is emphasized. The method involves identifying each cluster of interest, which can represent objects or voids, and then estimating the respective medial axes using a recently introduced wavefront propagation approach. The distance values along these axes are measured, and their mean and standard deviation values are calculated. This method is demonstrated using both synthetic and real objects",ai
"Systems biology investigates the structure and behavior of intricate gene regulatory networks, aiming to quantitatively understand the modular components that make up these networks. A common type of auto-regulatory genetic module, the self-regulating gene, is found in over 40% of known transcription factors in E. coli. In this study, we employ the Poisson Representation technique to derive exact steady state solutions for this feedback model. Synthetic biology methods (P.E.M. Purnick and Weiss, R., Nature Reviews, Molecular Cell Biology",ai
"MicroRNAs (miRNAs) are small, non-coding RNAs that regulate gene expression after transcription. They play crucial roles in various biological processes and are linked to human diseases, including cancer. In particular, miRNAs' involvement in breast cancer metastasis has been established. A recent study (ref. \cite{key1}) suggests that miR-429 may inhibit breast cancer metastasis by targeting CRKL. Using systems biology tools, we demonstrate that CRKL positively regulates the ERK1/2 signaling pathway and influences LYN regulation through a topological",ai
